KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
751301,7,Pembuat Keju,Cheese Maker
751302,7,Pembuat Yogurt,Yogurt Maker
751303,7,Pembuat Mentega,Butter Maker
751401,7,Pengawet Buah,Fruit Preserver
751402,7,Pengawet Sayuran,Vegetable Preserver
751403,7,Pembuat Jus Buah-Buahan,Fruit Juice Maker
751404,7,Pembuat Sirap,Syrup Maker
751405,7,Pembuat Jus Sayur-Sayuran,Vegetable Juice Maker
751406,7,Pengekstrak Minyak Masak,Cooking Oil Extracter
751407,7,Pemerah Minyak,Oil Expeller
751408,7,Penjeruk Sayuran/Buah,Vegetable /fruit pickler
751501,7,Perasa Makanan,"Tester, Food"
751502,7,Perasa Minuman,"Tester, Beverages"
751503,7,Penggred Makanan,"Grader, Food"
751504,7,Perasa dan Penggred Teh,"Tester and Grader, Tea"
751505,7,Perasa dan Penggred Kopi,"Tester and  Grader, Coffee"
751506,7,Perasa dan Penggred Makanan,"Taster and Grader, Food"
751507,7,Perasa dan Penggred Arak,"Taster and Grader, Liquor"
751508,7,Penggred Daging,"Grader, Meat"
751509,7,Penggred Buah-Buahan,"Grader, Fruit"
751510,7,Penggred  Sayur-Sayuran,"Grader,  Vegetable"
751511,7,Perasa Jus,"Taster, Juice"
751512,7,Penggred Minyak,"Grader, Oil"
751513,7,Penggred Padi,"Grader , Paddy"
751514,7,Pemeriksa Padi,"Examiner, Paddy"
751515,7,Pengisih Padi,"Sorter, Paddy"
751516,7,Penggred Ikan,"Grader, Fish"
751517,7,Penggred Buah Kelapa Sawit,"Grader, Oil Palm Fruite"
751518,7,Penggred Telur,"Grader, Egg"
751519,7,Penggred Sarang Burung,"Grader, Bird Nest"
751520,7,"Inspektor Kualiti, Pemprosesan Daging Halal","Quality Inspector, Halal Meat Processing"
751601,7,Penggred Tembakau,"Grader, Tobacco"
751602,7,Pembuat Cerut,"Maker, Cigar"
751603,7,Pembuat Rokok,"Maker, Cigarette"
751604,7,Pemeriksa Kualiti Rokok,"Quality Checker, Cigarette"
751605,7,Pengisih Tembakau,"Sorter, Tobacco"
751606,7,Pengawet Tembakau,"Curer, Tobacco"
751607,7,Pengering Tembakau,Tobacco Dryer
751608,7,Penghiris Tembakau,Tobacco Slicer
761101,7,Pengawet Kayu,Wood Impregnator
761102,7,Perawat Kayu,Wood Treater
761103,7,Pengering Kayu,Wood Seasoner
761104,7,Penggred Kayu,"Grader, Wood"
761105,7,Penggred Venir,"Grader, Veneer"
761201,7,Pembuat Kabinet,"Maker, Cabinet"
761202,7,Pembina Kereta Lembu,"Builder, Bullock Cart"
761203,7,Pembuat Perabot,"Maker, Furniture"
761204,7,Pembuat Keranda,"Maker, Coffin"
761205,7,Pembuat Terompah,"Maker, Clog"
761206,7,Pembuat Model Kayu,"Maker, Model Wooden"
761207,7,Pemasang Venir,Veneer Applier
761208,7,Pembuat Bingkai Gambar,"Maker, Picture Frame"
761209,7,Pelarik Kayu (Tangan),"Turner, Wood (Hand)"
761210,7,Pemasang Tatahan,"Inlayer, Marquetry"
761211,7,Pembuat Kerja Kayu,"Marker, Woodworking"
761212,7,Pembuat Pola Corak Kayu,"Pattern-Maker, Wood Patterns"
761213,7,Pembuat Alat Permainan Kayu,"Maker, Toy Wood"
761214,7,Pembuat Peralatan Sukan Kayu,"Maker, Sports Equipment Wood"
761215,7,Penggilap Kayu,"Polisher, Wood"
761216,7,Pengilat Kayu,"Lacquerer, Wood"
761217,7,Pengukir Kayu,"Carver, Wood"
761218,7,Pembuat Paten Kayu,Wood patternmaker
761301,7,Pelaras Mesin Kayu,"Adjuster, Wood Machine"
761302,7,Pengendali Mesin Kayu,"Operator, Wood Machine"
761303,7,Pengeset Mesin Kayu,"Setter, Wood Machine"
761304,7,Operator Mesin Ukur (Kayu),Carving Machine Operator (wood)
761305,7,"Penggergaji Tepat, Kerja Kayu",Precision Woodworking Sawyer
761306,7,"Pengeset Mesin, Kerja Kayu",Woodworking Machine Setter
761307,7,"Operator Mesin Penetap, Kerja Kayu",Woodworking Machine Set-Up Operator
762101,7,Tukang Jahit,Tailor
762102,7,Tukang Jahit Pakaian,Dressmaker
762103,7,Pembuat Topi Wanita,Milliner
762104,7,Pembuat Songkok,"Maker, Songkok"
762105,7,Pembuat Topi,"Maker, Hat / Cap"
762106,7,Pembuat Rambut Palsu,"Maker, Wig"
762107,7,Operator Menjahit,"Operator, Sewing"
762108,7,Penjahit,Sewer
762109,7,Pekerja Menjahit,"Worker, Sewing"
762110,7,Pembaik Permaidani,Carpet Mender
762111,7,Penyulam Tangan,"Embroiderer, Hand"
762112,7,Pembuat Bunga Tiruan,"Maker, Artificial Flower"
762113,7,Pembuat Anak Patung dan Alat Permainan Lembut,"Maker, Doll and Stuffed-Toy"
762114,7,Pembaik Fabrik Kait,"Repairer, Fabrics Knitted"
762115,7,Pembuat Renda Tangan,"Lacer, Hand"
762116,7,Pembuat Guni,"Maker, Sack"
762117,7,Pembuat Layar Khemah dan Kajang,"Maker, Sail, Tent and Awning"
762118,7,Pembuat Payung,"Maker, Umbrella"
762119,7,Pembuat Sarung Tangan Jalinan,"Maker, Hand Braid"
762120,7,Pembuat Sarung Tangan Jaring,"Maker, Hand Net"
762121,7,Penarik Benang Mesin Tenun Tangan,"Loom Threader, Hand"
762122,7,Penenun Sarung Tangan Kain,"Weaver, Hand Cloth"
762123,7,Pengait Krusye Tangan,"Crocheter, Hand"
762124,7,Pengait Tangan,"Knitter, Hand"
762125,7,Pengajar Menenun,"Instructor, Weaving"
762126,7,Pembuat Tudung Wanita,"Maker, Scarft"
762127,7,Pembuat Telekung,"Maker, Telekung"
762128,7,Penjahit Bulu Binatang,Furrier
762129,7,Pembuat Sampel,Sample Maker
762201,7,"Pembuat-Pola, Pakaian","Pattern-Maker, Garment"
762202,7,"Pembuat-Pola, Topi","Pattern-Maker, Hat"
762203,7,Pembuat Pakaian,"Maker, Garment"
762204,7,Pemotong Pakaian,"Cutter, Garment"
762205,7,Pemotong Khemah,"Cutter, Tent"
762206,7,Pemotong Layar,"Cutter, Sail"
762207,7,Pemotong Payung,"Cutter, Umbrella"
762208,7,Pemotong Sarung Tangan,"Cutter, Gloves"
762209,7,Pemotong Tilam,"Cutter, Mattres"
762210,7,Pembuat-Pola Kertas,"Pattern-Maker, Paper"
762211,7,"Pembuat-Pola, Khemah","Pattern-Maker, Tents"
762212,7,"Pembuat-Pola, Layar","Pattern-Maker, Sails"
762213,7,"Pembuat-Pola, Payung","Pattern-Maker, Umbrella"
762214,7,"Pembuat-Pola, Sarung Tangan","Pattern-Maker, Gloves"
762215,7,"Pembuat-Pola, Tilam","Pattern-Maker, Mattres"
762216,7,"Pembuat-Pola, Bulu Binatang","Pattern-Maker, Fur"
762301,7,Pembuat Kasut,Shoemaker
762302,7,Pembuat Kasut Bedah,"Shoemaker, Orthopedic"
762303,7,Pembuat Kasut Ortopedik,"Maker, Footwear Surgical"
762304,7,Pembaik Kasut,"Repairer, Footwear"
762305,7,Tukang Kasut,Cobbler
762306,7,Pembuat Pola Kasut,"Pattern-Maker, Shoe"
762307,7,Pembuat Kasut Sukan,"Maker, Footwear Sports"
762308,7,Pembuat Peralatan Kasut Sukan,"Maker, Sports Equipment Footwear"
762309,7,Pembuat Beg Tangan Kulit,"Maker, Leather Handbag"
762310,7,Pembuat Dompet,"Maker, Purse"
762311,7,Pembuat Tali Pinggang,"Maker, Belt"
762401,7,Pembuat Upholsteri Perabot,"Upholsterer, Furniture"
762402,7,Pembuat Upholsteri Kenderaan,"Upholsterer, Vehicle"
762403,7,Pembuat Tilam,"Maker, Mattres"
762404,7,Pembuat Kusyen,"Maker, Cushion"
762405,7,Pembuat Perabot Lembut,"Maker, Soft Furnishing"
762406,7,Pembuat Peralatan Tempat Tidur,"Maker, Bedding"
762407,7,Pembuat Upholsteri Pesawat Udara,"Upholsterer, Aircraft"
762408,7,Pembuat Upholsteri Gerabak Kereta api,"Upholsterer, Railway Carriage"
762409,7,Pembuat Upholsteri Ortopedik,"Upholsterer, Orthopaedic"
762501,7,Pengemas Kulit Bulu,Pelt Dressers
762502,7,Penyamak Kulit,Tanners
762503,7,Penyedia Belulang,Fellmonger
762504,7,Penyertu Kulit,Sertu
763101,7,Juruselam,Diver
763102,7,"Juruselam, Pembinaan","Diver, Construction"
763103,7,Pekerja Dalam Air,Underwater Worker
763104,7,Juruselam Dalam Air,Underwater Diver
763201,7,Pembedil,Shotfire
763202,7,Pembagas,Blaster
763203,7,Pekerja Letupan,Blasting Worker
763204,7,Peletup,Detonator
763301,7,Penggred Gentian,"Grader, Fibre"
763302,7,Inspektor Kualiti,Quality Inspector
763303,7,Pengelas Benang Bulu,Wool Classer
763401,7,Penghapus Perosak,Pest Controller
763402,7,Pengasap,Fumigator
763403,7,Pekerja Pengasap Lebah,"Forging Worker, Bee"
763404,7,Pekerja Pengasap Nyamuk,"Forging Worker, Mosquito"
763405,7,Pekerja Pengasap Semut,"Forging Worker, Ant"
763406,7,"Operator Pengasapan, Perkhidmatan","Fumigation Operator, Service"
763407,7,"Operator Pengasapan, Rumpai","Fumigation Operator, Weed"
763408,7,"Operator Pengasapan, Tanih","Fumigation Operator, Soil"
763409,7,Pengawal Rumpai,Weed Controller
763901,7,Pengemas Lensa Optik,Optical Lens Finisher
763902,7,Pembuat Acuan Lensa Optik,Optical Lens Moulder
763903,7,Operator Kamera,Camera Operator
763904,7,Pembantu Kemahiran Gred H19,Skilled Assistant  Grade H19
811101,8,Pelombong,Miner
811102,8,Pekerja Kuari,Quarier
811103,8,Operator Mesin Gerudi,"Machine Operator, Drilling"
811104,8,"Operator Mesin Gerudi, Lombong","Machine Operator, Mine Drilling"
811105,8,"Operator Mesin Pemotong, Lombong","Cutting Machine Operator, Mine"
811106,8,"Pengumpul Sampel, Lombong","Sampler, Mine"
811107,8,"Operator Mesin Gerudi, Kuari","Drilling Machine Operator, Quarry"
811108,8,Pengumpul Sampel Kuari,"Sampler, Quarry"
811109,8,Tukang Kayu Bawah Tanah,"Timberman, Underground"
811110,8,Pengendali Dragline (Perlombongan),Dragline Operator (Mining)
811111,8,Operator Loji Perlombongan,Mining Plant Operator
811112,8,Bolter Bumbung (Perlombongan),Roof Bolter (mining)
811113,8,Pelombong Arang Batu,Coal Miner
811201,8,"Operator Mesin, Pemprosesan Batu","Machine Operator, Stone Processing"
811202,8,"Operator Mesin, Pengasing Batu","Machine Operator, Stone Splitting"
811203,8,"Operator Mesin, Penghancur Batu","Machine Operator, Stone Crushing"
811204,8,"Operator Mesin, Pengisar Batu","Machine Operator, Stone Milling"
811205,8,"Operator Mesin, Pengisar Galian","Machine Operator, Mineral Milling"
811206,8,Operator Pengasing Magnet,"Operator, Magnetic Separator"
811207,8,Pekerja Pengapungan Galian,"Worker, Mineral Floatation"
811208,8,Pengolah Bijih Timah,"Dresser, Tin Ore"
811209,8,Penjaga Jig,"Keeper, Jig"
811210,8,"Operator Loji Pemprosesan, Galian dan Batu","Plant Processing Operator,  Mineral and Stone"
811211,8,Operator Loji Pencampuran,Batching Plant Operator
811212,8,Pembasuh Arang,Coal washer
811213,8,Pengendali Mesin Penghancur (Pemprosesan Mineral atau Batu),Crusher Operator (Mineral or Stone Processing)
811301,8,"Operator, Peralatan Gerudi","Operator, Drilling Equipment"
811302,8,"Operator, Peralatan Gerudi Kabel","Operator, Cable Drilling Equipment"
811303,8,"Operator, Peralatan Gerudi Telaga","Operator, Well Drilling Equipment"
811304,8,"Operator, Derik Telaga Minyak dan Gas","Operator, Oil and Gas Well Derrick"
811305,8,"Operator, Peralatan Menarik Telaga Minyak dan Gas","Operator, Oil and Gas Well Pulling Equipment"
811306,8,"Operator Mesin, Peralatan Gerudi Telaga","Machine Operator, Well Boring Equipment"
811307,8,Penggerudi,Driller
811308,8,Atendan Tromel,"Attendant, Trommel"
811309,8,Operator Peralatan Gerudi,Boring Equipment Operator
811310,8,Bore Sinker,Bore Sinker
811311,8,Pekerja Derik,Derrick man
811312,8,Operator Derik,Derrick Operator
811313,8,Penolak Alat,Tool Pusher
811314,8,Penolak Tour,Tour Pusher
811315,8,Operator Kelengkapan Gerudi Putar,"Operator, Drilling Equipment Rotary"
811316,8,Operator Talian Dawai,Wireline Operator
811317,8,Pembantu Penggerudi,Assistant Driller
811318,8,Operator Perkhidmatan,Service Operator
811319,8,"Pembantu Operator – L&PI,II","Operator Assistance – L&PI,II"
811401,8,"Operator Mesin, Pembancuh Konkrit","Machine Operator, Concrete Mixing"
811402,8,"Operator Mesin, Produk Konkrit Tuang","Machine Operator, Cast Concrete Products"
811403,8,"Operator Mesin, Produk Simen","Machine Operator, Cement Product"
811404,8,"Operator Mesin, Asbestos","Machine Operator, Asbestos"
811405,8,"Operator Mesin, Produk Simen Asbestos","Machine Operator, Asbestos-Cement Product"
811406,8,"Operator Mesin, Batu Tuang","Machine Operator, Cast Stone"
811407,8,"Operator Mesin, Jubin Terazo","Machine Operator, Terrazzo Tile"
811408,8,"Operator Mesin, Penyalut Bahan Lelas","Machine Operator, Abrasive Coating"
811409,8,"Operator Mesin, Penggilap Berlian","Machine Operator, Diamond Polishing"
811410,8,"Operator Mesin, Penggilap Batu","Machine Operator, Stone Polishing"
812101,8,Operator Relau,Furnace-operator
812102,8,"Operator Relau, Penghalusan Keluli","Furnace-Operator, Refining Steel"
812103,8,"Operator Relau, Penukaran Keluli","Furnace-Operator, Converting Steel"
812104,8,"Operator Penggelek Panas, Keluli","Hot-Roller Operator, Steel"
812105,8,"Operator Relau, Peleburan Logam","Furnace-Operator, Metal Melting"
812106,8,"Operator Relau, Peleburan Logam (Relau Bagas)","Furnace-Operator, Metal Melting (Blast-Furnace)"
812107,8,"Operator Relau, Pemanasan Semula Logam","Furnace-Operator, Metal Reheating"
812108,8,"Operator Relau, Pengerasan Selongsong Logam","Furnace-Operator, Metal Case-Hardening"
812109,8,"Operator Relau, Pengerasan Logam","Furnace-Operator, Metal Hardening"
812110,8,"Operator Relau, Penghalusan Logam Bukan Ferus","Furnace-Operator, Non-Ferrous Refining Metal"
812111,8,"Operator Peniupan Penukar, Penukaran Keluli","Converter Blowing Operator, Steel Converting"
812112,8,"Operator Relau, Perawatan Haba Logam","Furnace-Operator, Metal Heat-Treating"
812113,8,"Operator Mesin, Penarik Logam","Machine Operator, Metal Drawing"
812114,8,"Operator Mesin, Acuan Tuang","Machine Operator, Die-Casting"
812115,8,"Operator Mesin, Logam Tuang","Machine Operator, Metal Casting"
812116,8,"Operator Mesin, Empar Tuang","Machine Operator, Centrifugal Casting"
812117,8,"Operator Penggelek, Logam Bukan Ferus","Operator, Non-Ferrous Metal Rolling Mill"
812118,8,"Operator, Meja Pengisar","Operator, Mill Table"
812119,8,Penarik Logam,"Drawer, Metal"
812120,8,Penyembul Logam,"Extruder, Metal"
812121,8,Penyepuh Lindap Logam,"Annealer, Metal"
812122,8,"Operator Mesin, Dawai Berduri","Machine Operator, Barbed-Wire"
812123,8,"Operator Mesin, Paip dan Tiub Tanpa Kelim","Machine Operator, Seamless Pipe and Tube"
812124,8,"Operator Mesin, Penanggal dan Pemotong Dawai","Machine Operator, Wire Stripping and Cutting"
812125,8,"Operator Mesin, Penarikan Dawai","Machine Operator, Wire Drawing"
812126,8,"Operator Mesin, Penebatan","Machine Operator, Insulating"
812127,8,"Operator Mesin, Penyembulan Dawai","Machine Operator, Wire Extruding"
812128,8,Penarik Dawai,"Drawer, Wire"
812129,8,Penarik Paip dan Tiub Tanpa Kelim,"Drawer, Seamless Pipe and Tube"
812130,8,Operator Peleburan,Smelting Operator
812131,8,"Operator, Fabrikasi Keluli","Operator, Steel Fabricator"
812132,8,Penggelek Keluli,Steel Roller
812201,8,"Operator Mesin, Pengelektroplatan Logam","Machine Operator, Metal Electroplating"
812202,8,Penyadur Elektroplat,Electroplater
812203,8,"Operator Mesin, Pencelupan Logam","Machine Operator, Metal Dipping"
812204,8,Penyadur Celup Panas,Hot-Dip Plater
812205,8,"Operator Mesin, Penyaduran Logam","Machine Operator, Galvanishing Metal"
812206,8,Penyadur Logam,Galvaniser
812207,8,"Operator Mesin, Peralatan Bagas Pasir","Machine Operator, Sandblaster Equipment"
812208,8,"Pembagas Pasir, Logam","Sandblaster, Metal"
812209,8,"Operator Mesin, Kemasan Barangan Logam Tuang","Machine Operator, Cast Metal Article Finishing"
812210,8,Pekerja Kemasan Tuangan,Casting Finisher
812211,8,Pembersih Logam,"Cleaner, Metal"
812212,8,"Operator Mesin, Penyembur Logam","Machine Operator, Sprying Metal"
812213,8,Operator Pengoksida,Oxidizer
812214,8,Operator Acuan,"Operator, Moulding"
813101,8,"Operator Mesin, Pembancuh Cat","Machine Operator, Paint-Mixing"
813102,8,"Operator Mesin, Pembancuh dan Pengadun Proses Kimia","Machine Operator, Chemical Process Mixing and Blending"
813103,8,"Operator Mesin, Pembancuh Gam","Machine Operator, Glue-Mixing"
813104,8,"Operator Mesin, Penghalus Proses Kimia","Machine Operator, Chemical Processes Pulverising"
813105,8,"Operator Pengisar Gelek, Proses Kimia","Roll-Mill Operator, Chemical Processes"
813106,8,"Operator Penghancur, Proses Kimia","Crushing Operator, Chemical Processes"
813107,8,"Pembancuh Belerang, Proses Kimia","Match Compounder, Chemical Processes"
813108,8,"Operator Loji Pengolahan Haba, Proses Kimia","Heat-Treating Plant Operator, Chemical Processes"
813109,8,"Operator Pengering, Proses Kimia","Dry Operator, Chemical Processes"
813110,8,"Operator Peralatan Masak, Proses Kimia","Cooking Equipment Operator, Chemical Processes"
813111,8,"Operator Peralatan Membakar, Proses Kimia","Roasting Equipment Operator, Chemical Processes"
813112,8,"Operator Retort, Proses Kimia","Retort Operator, Chemical Processes"
813113,8,Operator Semburan Kering Proses Kimia,"Spray-Dried Operator, Chemical Processes"
813114,8,Operatur Tanur Proses Kimia,"Kiln-Operator, Chemical Processes"
813115,8,"Pekerja Relau, Simen",Cement Furnaceman
813116,8,"Tukang Bakar, Proses Kimia","Roaster, Chemical Processes"
813117,8,"Tukang Masak, Proses Kimia","Cooker, Chemical Processes"
813118,8,"Operator Penekan, Penurasan Proses Kimia","Press-Operator, Chemical Processes Filter"
813119,8,"Operator Mesin, Pengayak, Proses Kimia","Sieving Machine Operator, Chemical Processes"
813120,8,"Operator Pengasing, Proses Kimia","Separator Operator, Chemical Processes"
813121,8,Operator Peralatan Merawat Minyak Mentah,Crude Oil Treating Equipment Operator
813122,8,Penuras Dram Putar,Rotary Drum Filterer
813123,8,Operator Loji Asid,Acid Plant Operator
813124,8,Operator Loji Baja,Fertilizer Plant Operator
813125,8,"Operator Mesin, Peluntur Kimia","Bleach Operator, Chemical"
813126,8,Operator Vakum Pan Kimia (Kecuali Petroleum dan Gas Asli),Vacuum Pan Chemical Operator (Except Petroleum and Natural Gas)
813127,8,Operator Penukar Proses Kimia (Kecuali Petroleum dan Gas Asli),"Operator, Coverter Chemical Processes (Except Petroleum and Natural Gas)"
813128,8,Operator Penyejat,Evaporator Operator
813129,8,Operator Penyulingan Kelompok (Proses Kimia Kecuali Petroleum dan Gas Asli),"Operator, Still Batch (Chemical Processes Except Petroleum and Natural Gas)"
813130,8,Operator Penyulingan Proses Kimia,"Operator, Still Chemical Processes"
813131,8,Operator Penyulingan Berterusan (Proses Kimia Kecuali Petroleum dan Gas Asli),"Operator, Still Continuous (Chemical Processes Except Petroleum and Natural Gas)"
813132,8,Operator Penyulingan Turpentin,"Operator, Still Turpentine"
813133,8,Operator Tanur Arang,"Kiln-Operator, Charcoal"
813134,8,Pembakar Sulfur,Sulphur Burner
813135,8,Pembuat Busa Kimia,"Foam Maker, Chemical"
813136,8,Pembuat Yarn Sintetik,"Yarn Maker, Synthetic"
813137,8,Penukar Reaktor (Proses Kimia),Reactor-Convertor (Chemical Processes)
813138,8,Penyadur Enamel Kimia,"Enameller, Chemical"
813139,8,"Operator Perawat, Sisa Radioaktif","Treat Operator, Radioactive Waste"
813140,8,"Operator Mesin, Pengeluaran Bahan Cuci","Machine Operator, Detergent Production"
813141,8,"Operator Mesin, Pengeluaran Coke","Machine Operator, Coke Production"
813142,8,"Operator Mesin, Pengeluaran Lingkaran Ubat Nyamuk","Machine Operator, Mosquito Coil Production"
813143,8,"Operator Mesin, Produk Farmaseutikal","Machine Operator, Pharmaceutical Products"
813144,8,"Operator Mesin, Produk Kelengkapan dandanan Diri","Machine Operator, Toiletry Products"
813145,8,"Operator Mesin, Pembasuhan Kimia dan Bahan Berkaitan","Machine Operator, Washing Chemical and Related Material"
813146,8,"Operator Mesin, Pengeluaran Bahan Letupan","Machine Operator, Explosives Production"
813147,8,"Operator Mesin, Pengeluaran Bunga Api","Machine Operator, Fireworks Production"
813148,8,"Operator Mesin, Pengeluaran Gas Halogen","Machine Operator, Halogen Gas Production"
813149,8,"Operator Mesin, Pengeluaran Gas Hidrogen","Machine Operator, Hydrogen Gas Production"
813150,8,"Operator Mesin, Pengeluaran Gas Klorin","Machine Operator, Chlorine Gas Production"
813151,8,"Operator Mesin, Pengeluaran Lilin","Machine Operator, Candle Production"
813152,8,"Operator Mesin, Pengeluaran Linoleum","Machine Operator, Linoleum Production"
813153,8,"Operator Mesin, Pengeluaran Mancis","Machine Operator, Match Production"
813154,8,"Operator Mesin, Pengeluaran Pensel","Machine Operator, Pencil Production"
813155,8,"Operator Mesin, Pengeluaran Plumbum","Machine Operator, Lead Production"
813156,8,"Operator Mesin, Produk Peluru","Machine Operator, Ammunition Products"
813157,8,"Operator Mesin, Sabun","Machine Operator,Soap"
813201,8,"Pembantu Am, Ahli Fotografi","General Assistant, Photographic"
813202,8,"Operator Mesin, Pencetakan Fotografi","Machine Operator, Photographic Printing"
813203,8,"Operator Mesin, Penghasilan Fotografi","Machine Operator, Photographic Developing"
813204,8,"Operator Mesin, Pengimbasan dan Perfileman","Machine Operator, Scanning and Filming"
813205,8,"Operator Mesin, Mesin Pemprosesan Filem","Machine Operator, Film Processing Machine"
813206,8,"Operator Mesin, Pembesar Gambar Foto","Machine Operator, Photograph Enlarging"
813207,8,"Operator Mesin, Pengeluaran Filem Fotografi","Machine Operator, Photographic Film Production"
813208,8,"Operator Mesin, Pengeluaran Kertas Filem","Machine Operator, Film Paper Production"
